Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
1832,CPAPM46153PM1017,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Maidan Wardak,Jaghatu,Maidan Wardak,Village,5/9/2026,5/13/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
623,CPAPM46154PM1018,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Jawzjan,Khwaja Dukoh,Jawzjan,Village,5/10/2026,5/14/2026,,Not applicable,3/30/2023,Completed,Completed,Regular
5519,CPAPM46155PM1019,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Faryab,Qaysar,Faryab,Village,5/11/2026,5/15/2026,,Not applicable,,Completed,Completed,Regular
5620,CPAPM46156PM1020,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Badghis,Ab Kamari,Badghis,Village,5/12/2026,5/16/2026,,Not applicable,,Completed,Completed,Regular
6373,CPAPM46157PM1021,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Panjsher,Rukha,Panjsher,Sub Project,5/13/2026,5/17/2026,,Completed,,Not applicable,Completed,Regular
1661,CPAPM46158PM1022,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Farah,Bala Buluk,Farah,Village,5/14/2026,5/18/2026,,Not applicable,8/15/2023,Completed,Completed,Regular
1750,CPAPM46159PM1023,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Nangarhar,Kot,Nangarhar,Village,5/15/2026,5/19/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
2287,CPAPM46160PM1024,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Balkh,Dehdadi,Balkh,Village,5/16/2026,5/20/2026,,Not applicable,8/24/2023,Completed,Completed,Regular
2193,CPAPM46161PM1025,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Hirat,Guzara,Hirat,Village,5/17/2026,5/21/2026,,Not applicable,8/21/2023,Completed,Completed,Regular
6395,CPAPM46162PM1026,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Panjsher,Anawa,Panjsher,Sub Project,5/18/2026,5/22/2026,,Completed,,Not applicable,Completed,Regular
2210,CPAPM46163PM1027,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Takhar,Farkhar,Takhar,Village,5/19/2026,5/23/2026,,Not applicable,8/22/2023,Completed,Completed,Regular
655,CPAPM46164PM1028,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Faryab,Bilcheragh,Faryab,Village,5/20/2026,5/24/2026,,Not applicable,8/15/2023,Completed,Completed,Regular
2364,CPAPM46165PM1029,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Kunduz,Imam Sahib,Kunduz,Village,5/21/2026,5/25/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
6509,CPAPM46166PM1030,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Parwan,Surkh-e-Parsa,Parwan,Sub Project,5/22/2026,5/26/2026,,Completed,,Not applicable,Completed,Regular
8189,CPAPM46167PM1031,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Bamyan,Sayghan,Bamyan,Sub Project,5/23/2026,5/27/2026,,Completed,,Not Applicable,Completed,Regular
2397,CPAPM46168PM1032,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Kandahar,Maywand,Kandahar,Village,5/24/2026,5/28/2026,,Not applicable,4/5/2023,Completed,Completed,Regular
1671,CPAPM46169PM1033,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Paktya,Zurmat,Paktya,Village,5/25/2026,5/29/2026,,Not applicable,3/31/2023,Completed,Completed,Regular
5486,CPAPM46170PM1034,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Kunduz,Qala-e-Zal,Kunduz,Village,5/26/2026,5/30/2026,,Not applicable,,Completed,Completed,Regular
8191,CPAPM46171PM1035,CPA,Maritime & Port Authority,5/29/2023,Site Visit,Badakhshan,Eshkashem,Badakhshan,Sub Project,5/27/2026,5/31/2026,,Completed,,Not Applicable,Completed,Regular
2789,HERPM46172PM1036,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Bamyan,Waras,Bamyan,Health Facility,5/28/2026,6/1/2026,,Completed,10/21/2023,Completed,Completed,Regular
7897,HERPM46173PM1037,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Paktya,Shawak,Paktya,HF,5/29/2026,6/2/2026,,Completed,,Completed,Completed,Regular
1134,HERPM46174PM1038,FNRC,Multinational Collaboration,5/30/2023,Site Visit,,Nurgaram,Nuristan,Health Facility,5/30/2026,6/3/2026,,Completed,7/14/2023,Completed,Completed,Regular
942,HERPM46175PM1039,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Bamyan,Panjab,Bamyan,Health Facility,5/31/2026,6/4/2026,,Completed,7/5/2023,Completed,Completed,Regular
934,HERPM46176PM1040,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Balkh,Dawlat Abad,Balkh,Health Facility,6/1/2026,6/5/2026,,Completed,7/6/2023,Completed,Completed,Regular
909,HERPM46177PM1041,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Badakhshan,Teshkan,Badakhshan,Health Facility,6/2/2026,6/6/2026,,Completed,6/25/2023,Completed,Completed,Regular
1203,HERPM46178PM1042,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Takhar,Farkhar,Takhar,Health Facility,6/3/2026,6/7/2026,,Completed,7/6/2023,Completed,Completed,Regular
8060,HERPM46179PM1043,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Maidan Wardak,Markaz-e-Behsud,Maidan Wardak,HF,6/4/2026,6/8/2026,,Completed,,Completed,Completed,Regular
7817,HERPM46180PM1044,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,HF,6/5/2026,6/9/2026,,Completed,,Completed,Completed,Regular
1128,HERPM46181PM1045,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Nimroz,Zaranj,Nimroz,Health Facility,6/6/2026,6/10/2026,,Completed,7/2/2023,Completed,Completed,Regular
907,HERPM46182PM1046,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Badakhshan,Raghestan,Badakhshan,Health Facility,6/7/2026,6/11/2026,,Completed,7/11/2023,Completed,Completed,Regular
1192,HERPM46183PM1047,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Sar-e-Pul,Kohestanat,Sar-e-Pul,Health Facility,6/8/2026,6/12/2026,,Completed,7/13/2023,Completed,Completed,Regular
2839,HERPM46184PM1048,FNRC,Multinational Collaboration,5/30/2023,Site Visit,Hirat,Shindand,Hirat,Health Facility,6/9/2026,6/13/2026,,Completed,10/30/2023,Completed,Completed,Regular
2865,HERPM46185PM1049,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Ghor,Tolak,Ghor,Health Facility,6/10/2026,6/14/2026,,Completed,10/16/2023,Completed,Completed,Regular
933,HERPM46186PM1050,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Balkh,Char Bolak,Balkh,Health Facility,6/11/2026,6/15/2026,,Completed,7/2/2023,Completed,Completed,Regular
7936,HERPM46187PM1051,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Balkh,Char Bolak,Balkh,HF,6/12/2026,6/16/2026,,Completed,,Completed,Completed,Regular
1188,HERPM46188PM1052,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Samangan,Ruy-e-Duab,Samangan,Health Facility,6/13/2026,6/17/2026,,Completed,7/6/2023,Completed,Completed,Regular
1123,HERPM46189PM1053,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Nimroz,Kang,Nimroz,Health Facility,6/14/2026,6/18/2026,,Completed,7/4/2023,Completed,Completed,Regular
2814,HERPM46190PM1054,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Kandahar,Zheray,Kandahar,Health Facility,6/15/2026,6/19/2026,,Completed,10/24/2023,Completed,Completed,Regular
2953,HERPM46191PM1055,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Kunar,Sar Kani,Kunar,Health Facility,6/16/2026,6/20/2026,,Completed,10/15/2023,Completed,Completed,Regular
1158,HERPM46192PM1056,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Paktika,Turwo,Paktika,Health Facility,6/17/2026,6/21/2026,,Completed,7/13/2023,Completed,Completed,Regular
11462,HERPM46193PM1057,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Nangarhar,Dur Baba,Nangarhar,School,6/18/2026,6/22/2026,,Planned,,Not applicable,Planned,Regular
7997,HERPM46194PM1058,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Logar,Mohammad Agha,Logar,HF,6/19/2026,6/23/2026,,Completed,,Completed,Completed,Regular
2919,HERPM46195PM1059,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Hilmand,Musa Qala,Hilmand,Health Facility,6/20/2026,6/24/2026,,Completed,10/17/2023,Completed,Completed,Regular
7995,HERPM46196PM1060,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Laghman,Mehtarlam,Laghman,HF,6/21/2026,6/25/2026,,Completed,,Completed,Completed,Regular
5470,HERPM46197PM1061,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Nimroz,Zaranj,Nimroz,Service Provider,6/22/2026,6/26/2026,,Not applicable,11/13/2023,Completed,Completed,Regular
8043,HERPM46198PM1062,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Zabul,Kakar,Zabul,HF,6/23/2026,6/27/2026,,Completed,,Completed,Completed,Regular
2918,HERPM46199PM1063,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Maidan Wardak,Markaz-e-Behsud,Maidan Wardak,Health Facility,6/24/2026,6/28/2026,,Completed,10/23/2023,Completed,Completed,Regular
11453,HERPM46200PM1064,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Logar,Pul-e-Alam,Logar,School,6/25/2026,6/29/2026,,Planned,,Not applicable,Planned,Regular
2851,HERPM46201PM1065,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Logar,Baraki Barak,Logar,Health Facility,6/26/2026,6/30/2026,,Completed,10/14/2023,Completed,Completed,Regular
981,HERPM46202PM1066,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Faryab,Shirin Tagab,Faryab,Health Facility,6/27/2026,7/1/2026,,Completed,7/2/2023,Completed,Completed,Regular
2812,HERPM46203PM1067,FNRC,Multinational Collaboration,6/12/2023,Site Visit,Paktya,Gardez,Paktya,Health Facility,6/28/2026,7/2/2026,,Completed,10/19/2023,Completed,Completed,Regular
7882,HERPM46204PM1068,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Nangarhar,Sherzad,Nangarhar,HF,6/29/2026,7/3/2026,,Completed,,Completed,Completed,Regular
8008,HERPM46205PM1069,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Nuristan,Parun,Nuristan,HF,6/30/2026,7/4/2026,,Completed,,Completed,Completed,Regular
8061,HERPM46206PM1070,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Balkh,Sholgareh,Balkh,HF,7/1/2026,7/5/2026,,Not applicable,,Completed,Completed,Regular
1125,HERPM46207PM1071,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Nimroz,Khashrod,Nimroz,Health Facility,7/2/2026,7/6/2026,,Completed,6/26/2023,Completed,Completed,Regular
939,HERPM46208PM1072,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Balkh,Nahr-e-Shahi,Balkh,Health Facility,7/3/2026,7/7/2026,,Completed,6/25/2023,Completed,Completed,Regular
1208,HERPM46209PM1073,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Takhar,Warsaj,Takhar,Health Facility,7/4/2026,7/8/2026,,Completed,7/12/2023,Completed,Completed,Regular
2818,HERPM46210PM1074,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Nimroz,Kang,Nimroz,Health Facility,7/5/2026,7/9/2026,,Completed,10/17/2023,Completed,Completed,Regular
1061,HERPM46211PM1075,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Kapisa,Tagab,Kapisa,Health Facility,7/6/2026,7/10/2026,,Completed,7/3/2023,Completed,Completed,Regular
2984,HERPM46212PM1076,FNRC,Multinational Collaboration,7/1/2023,Site Visit,Takhar,Farkhar,Takhar,Health Facility,7/7/2026,7/11/2026,,Completed,10/13/2023,Completed,Completed,Regular
7848,HERPM46213PM1077,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Hirat,Kushk,Hirat,HF,7/8/2026,7/12/2026,,Completed,,Completed,Completed,Regular
11459,HERPM46214PM1078,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Nangarhar,Khogyani,Nangarhar,School,7/9/2026,7/13/2026,,Planned,,Not applicable,Planned,Regular
2901,HERPM46215PM1079,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Baghlan,Andarab,Baghlan,Health Facility,7/10/2026,7/14/2026,,Completed,10/17/2023,Completed,Completed,Regular
962,HERPM46216PM1080,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Farah,Anar Dara,Farah,Health Facility,7/11/2026,7/15/2026,,Completed,7/8/2023,Completed,Completed,Regular
2917,HERPM46217PM1081,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Jawzjan,Darzab,Jawzjan,Health Facility,7/12/2026,7/16/2026,,Completed,10/18/2023,Completed,Completed,Regular
5464,HERPM46218PM1082,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kunar,Asad Abad,Kunar,Service Provider,7/13/2026,7/17/2026,,Not applicable,11/15/2023,Completed,Completed,Regular
1184,HERPM46219PM1083,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Samangan,Khuram Wa Sarbagh,Samangan,Health Facility,7/14/2026,7/18/2026,,Completed,7/2/2023,Completed,Completed,Regular
1212,HERPM46220PM1084,FNRC,Multinational Collaboration,4/10/2024,Site Visit,,Dehrawud,Uruzgan,Health Facility,7/15/2026,7/19/2026,,Completed,7/4/2023,Completed,Completed,Regular
1039,HERPM46221PM1085,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kabul,Shakar Dara,Kabul,Health Facility,7/16/2026,7/20/2026,,Completed,7/4/2023,Completed,Completed,Regular
1150,HERPM46222PM1086,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Paktika,Barmal,Paktika,Health Facility,7/17/2026,7/21/2026,,Completed,7/4/2023,Completed,Completed,Regular
2773,HERPM46223PM1087,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Laghman,Mehtarlam,Laghman,Health Facility,7/18/2026,7/22/2026,,Completed,10/11/2023,Completed,Completed,Regular
918,HERPM46224PM1088,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Badghis,Muqur,Badghis,Health Facility,7/19/2026,7/23/2026,,Completed,7/6/2023,Completed,Completed,Regular
7824,HERPM46225PM1089,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Bamyan,Kahmard,Bamyan,HF,7/20/2026,7/24/2026,,Completed,,Completed,Completed,Regular
1097,HERPM46226PM1090,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Laghman,Qarghayi,Laghman,Health Facility,7/21/2026,7/25/2026,,Completed,6/26/2023,Completed,Completed,Regular
1113,HERPM46227PM1091,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Nangarhar,Behsud,Nangarhar,Health Facility,7/22/2026,7/26/2026,,Completed,6/25/2023,Completed,Completed,Regular
5453,HERPM46228PM1092,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Farah,Farah,Farah,Service Provider,7/23/2026,7/27/2026,,Not applicable,11/21/2023,Completed,Completed,Regular
2817,HERPM46229PM1093,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Daykundi,Shahrestan,Daykundi,Health Facility,7/24/2026,7/28/2026,,Completed,10/22/2023,Completed,Completed,Regular
2862,HERPM46230PM1094,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kunar,Dangam,Kunar,Health Facility,7/25/2026,7/29/2026,,Completed,10/19/2023,Completed,Completed,Regular
8001,HERPM46231PM1095,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Nangarhar,Pachir Wa Agam,Nangarhar,HF,7/26/2026,7/30/2026,,Completed,,Completed,Completed,Regular
8041,HERPM46232PM1096,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Zabul,Shinkay,Zabul,HF,7/27/2026,7/31/2026,,Completed,,Completed,Completed,Regular
2799,HERPM46233PM1097,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Takhar,Eshkmesh,Takhar,Health Facility,7/28/2026,8/1/2026,,Completed,10/15/2023,Completed,Completed,Regular
8058,HERPM46234PM1098,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Sar-e-Pul,Sancharak,Sar-e-Pul,HF,7/29/2026,8/2/2026,,Completed,,Completed,Completed,Regular
1056,HERPM46235PM1099,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kapisa,Nijrab,Kapisa,Health Facility,7/30/2026,8/3/2026,,Completed,7/7/2023,Completed,Completed,Regular
8052,HERPM46236PM1100,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kapisa,Hisa-e-Awal-e-Kohistan,Kapisa,HF,7/31/2026,8/4/2026,,Completed,,Completed,Completed,Regular
1095,HERPM46237PM1101,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Laghman,Baadpukh,Laghman,Health Facility,8/1/2026,8/5/2026,,Completed,7/6/2023,Completed,Completed,Regular
1116,HERPM46238PM1102,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Nangarhar,Khogyani,Nangarhar,Health Facility,8/2/2026,8/6/2026,,Completed,7/4/2023,Completed,Completed,Regular
1124,HERPM46239PM1103,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Nimroz,Kang,Nimroz,Health Facility,8/3/2026,8/7/2026,,Completed,7/4/2023,Completed,Completed,Regular
1032,HERPM46240PM1104,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Kabul,Chahar Asyab,Kabul,Health Facility,8/4/2026,8/8/2026,,Completed,7/5/2023,Completed,Completed,Regular
7934,HERPM46241PM1105,FNRC,Multinational Collaboration,4/10/2024,Site Visit,Baghlan,Khwaja Hejran,Baghlan,HF,8/5/2026,8/9/2026,,Completed,,Completed,Completed,Regular
986,HERPM46242PM1106,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Ghazni,Nawur,Ghazni,Health Facility,8/6/2026,8/10/2026,,Completed,7/12/2023,Completed,Completed,Regular
5463,HERPM46243PM1107,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Khost,Matun,Khost,Service Provider,8/7/2026,8/11/2026,,Not applicable,11/20/2023,Completed,Completed,Regular
1180,HERPM46244PM1108,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Samangan,Dara-e-Suf-e-Payin,Samangan,Health Facility,8/8/2026,8/12/2026,,Completed,7/11/2023,Completed,Completed,Regular
2975,HERPM46245PM1109,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Paktika,Omna,Paktika,Health Facility,8/9/2026,8/13/2026,,Completed,10/23/2023,Completed,Completed,Regular
1140,HERPM46246PM1110,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Paktya,Ahmadaba,Paktya,Health Facility,8/10/2026,8/14/2026,,Completed,7/3/2023,Completed,Completed,Regular
927,HERPM46247PM1111,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Baghlan,Doshi,Baghlan,Health Facility,8/11/2026,8/15/2026,,Completed,7/4/2023,Completed,Completed,Regular
1070,HERPM46248PM1112,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Khost,Tani,Khost,Health Facility,8/12/2026,8/16/2026,,Completed,7/6/2023,Completed,Completed,Regular
1178,HERPM46249PM1113,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Parwan,Ghorband,Parwan,Health Facility,8/13/2026,8/17/2026,,Completed,7/13/2023,Completed,Completed,Regular
8045,HERPM46250PM1114,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Baghlan,Nahrin,Baghlan,HF,8/14/2026,8/18/2026,,Completed,,Completed,Completed,Regular
7906,HERPM46251PM1115,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Samangan,Dara-e-Suf-e-Payin,Samangan,HF,8/15/2026,8/19/2026,,Not applicable,,Completed,Completed,Regular
1066,HERPM46252PM1116,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Khost,Musa Khel,Khost,Health Facility,8/16/2026,8/20/2026,,Completed,7/5/2023,Completed,Completed,Regular
938,HERPM46253PM1117,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Balkh,Mazar-e-Sharif,Balkh,Health Facility,8/17/2026,8/21/2026,,Completed,6/26/2023,Completed,Completed,Regular
7853,HERPM46254PM1118,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Jawzjan,Aqcha,Jawzjan,HF,8/18/2026,8/22/2026,,Not applicable,,Completed,Completed,Regular
969,HERPM46255PM1119,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Farah,Lash-e-Juwayn,Farah,Health Facility,8/19/2026,8/23/2026,,Completed,7/4/2023,Completed,Completed,Regular
7869,HERPM46256PM1120,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Balkh,Sholgareh,Balkh,HF,8/20/2026,8/24/2026,,Completed,,Completed,Completed,Regular
1196,HERPM46257PM1121,FNRC,Multinational Collaboration,8/8/2025,Site Visit,Sar-e-Pul,Sancharak,Sar-e-Pul,Health Facility,8/21/2026,8/25/2026,,Completed,7/4/2023,Completed,Completed,Regular
6597,ARRPPM46258PM1122,ARRP,Infrastructure Development,8/24/2026,Site Visit,Paktya,Gardez,Paktya,NGO,8/22/2026,8/26/2026,,Not applicable,,Completed,Completed,Ad Hoc
2735,ARRPPM46259PM1123,ARRP,Infrastructure Development,8/25/2026,Site Visit,Kabul,Kabul,Kabul,Training,8/23/2026,8/27/2026,,Not applicable,9/16/2023,Completed,Completed,Ad Hoc
6645,ARRPPM46260PM1124,ARRP,Infrastructure Development,8/26/2026,Site Visit,Hirat,Hirat,Hirat,NGO,8/24/2026,8/28/2026,,Not applicable,,Completed,Completed,Ad Hoc
2762,ARRPPM46261PM1125,ARRP,Infrastructure Development,8/27/2026,Site Visit,Hirat,Hirat,Hirat,Training,8/25/2026,8/29/2026,,Not applicable,9/26/2023,Completed,Completed,Ad Hoc
6547,ARRPPM46262PM1126,ARRP,Infrastructure Development,9/28/2026,Site Visit,Kabul,Kabul,Kabul,NGO,8/26/2026,8/30/2026,,Not applicable,,Completed,Completed,Ad Hoc
6582,ARRPPM46263PM1127,ARRP,Infrastructure Development,9/28/2026,Site Visit,Nangarhar,Jalalabad,Nangarhar,NGO,8/27/2026,8/31/2026,,Not applicable,,Completed,Completed,Ad Hoc
6571,ARRPPM46264PM1128,ARRP,Infrastructure Development,9/28/2026,Site Visit,Kabul,Kabul,Kabul,NGO,8/28/2026,9/1/2026,,Not applicable,,Completed,Completed,Ad Hoc
2719,ARRPPM46265PM1129,ARRP,Infrastructure Development,9/28/2026,Site Visit,Kabul,Kabul,Kabul,Training,8/29/2026,9/2/2026,,Not applicable,9/23/2023,Completed,Completed,Ad Hoc
6574,ARRPPM46266PM1130,ARRP,Infrastructure Development,9/28/2026,Site Visit,Kabul,Kabul,Kabul,NGO,8/30/2026,9/3/2026,,Not applicable,,Completed,Completed,Ad Hoc
2717,ARRPPM46267PM1131,ARRP,Infrastructure Development,9/28/2026,Site Visit,Kabul,Kabul,Kabul,Training,8/31/2026,9/4/2026,,Not applicable,9/23/2023,Completed,Completed,Ad Hoc
6627,ARRPPM46268PM1132,ARRP,Infrastructure Development,10/3/2026,Site Visit,Kabul,Kabul,Kabul,NGO,9/1/2026,9/5/2026,,Not applicable,,Completed,Completed,Ad Hoc
2747,ARRPPM46269PM1133,ARRP,Infrastructure Development,10/3/2026,Site Visit,Balkh,Mazar-e-Sharif,Balkh,Training,9/2/2026,9/6/2026,,Not applicable,9/16/2023,Completed,Completed,Ad Hoc
6528,ARRPPM46270PM1134,ARRP,Infrastructure Development,10/3/2026,Site Visit,Kabul,Kabul,Kabul,NGO,9/3/2026,9/7/2026,,Not applicable,,Completed,Completed,Ad Hoc
6619,ARRPPM46271PM1135,ARRP,Infrastructure Development,10/3/2026,Site Visit,Samangan,Aybak,Samangan,NGO,9/4/2026,9/8/2026,,Not applicable,,Completed,Completed,Ad Hoc
6545,ARRPPM46272PM1136,ARRP,Infrastructure Development,10/3/2026,Site Visit,Nangarhar,Jalalabad,Nangarhar,NGO,9/5/2026,9/9/2026,,Not applicable,,Completed,Completed,Ad Hoc
